Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS_2022,Ecart-type de l'IPS_2022,IPS_2017,Ecart-type de l'IPS_2017,Ecart-type de l'IPS_2020,latitude,longitude
2021-2022,ORLEANS-TOURS,045,LOIRET,0451069T,COLLEGE LE CLOS FERBOIS,45173,JARGEAU,public,109.6,34.5,108.7,,34.0,47.862375403700646,2.120299643272569
2021-2022,ORLEANS-TOURS,045,LOIRET,0451241E,COLLEGE ANDRE MALRAUX,45285,SAINT JEAN DE LA RUELLE,public,70.9,27.4,72.2,,28.2,47.90393162030344,1.8658694628677757
2021-2022,ORLEANS-TOURS,045,LOIRET,0451329A,COLLEGE PRIVE SAINT CHARLES,45234,ORLEANS,privé sous contrat,134.2,30.5,141.7,,31.3,47.90580572702635,1.8999504551516115
2021-2022,ORLEANS-TOURS,045,LOIRET,0451333E,COLLEGE PRIVE SAINT PAUL BOURDON BLANC,45234,ORLEANS,privé sous contrat,125.9,32.4,122.4,,33.8,47.90127727743244,1.913549589530111
2021-2022,ORLEANS-TOURS,045,LOIRET,0451450G,COLLEGE JEAN MERMOZ,45155,GIEN,public,78.1,28.1,79.8,,31.3,47.707951453192976,2.620949432387217
2021-2022,ORLEANS-TOURS,045,LOIRET,0451608D,COLLEGE GENEVIEVE DE GAULLE ANTHONIOZ,45042,LES BORDES,public,105.3,32.9,106.8,,33.7,47.81693173124094,2.4052701150735443
2021-2022,ORLEANS-TOURS,045,LOIRET,0451660K,COLLEGE VAL DE LOIRE,45274,SAINT DENIS EN VAL,public,115.8,35.5,118.5,,34.3,47.87215680944836,1.975910035662178
2021-2022,ORLEANS-TOURS,045,LOIRET,0451719Z,COLLEGE NELSON MANDELA,45269,SAINT AY,public,115.8,31.7,110.5,,32.6,47.86762846285857,1.767950618808142
2021-2022,TOULOUSE,046,LOT,0460027E,COLLEGE SALVIAC,46297,SALVIAC,public,104.6,33.8,100.4,,35.1,44.679499690820656,1.2658699844716066
2021-2022,TOULOUSE,046,LOT,0460593V,COLLEGE JEAN LURCAT,46251,SAINT CERE,public,97.9,35.5,104.3,,33.9,44.85710525100271,1.896679365738424
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470014K,COLLEGE JEAN BOUCHERON,47057,CASTILLONNES,public,102.0,32.6,98.9,,34.6,44.649839896488736,0.5918164407936763
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470017N,COLLEGE LUCIEN SIGALA,47086,DURAS,public,98.8,29.4,104.2,,33.5,44.67698564930437,0.1856137214873204
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470026Y,COLLEGE JOSEPH KESSEL,47175,MONFLANQUIN,public,103.5,31.9,103.4,,31.2,44.52577851882912,0.7556563017074411
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470049Y,COLLEGE ANATOLE FRANCE,47323,VILLENEUVE SUR LOT,public,90.6,37.1,90.4,,37.4,44.40728897267791,0.7186121281736652
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470071X,COLLEGE PRIVE LA SALLE NOTRE DAME,47170,MONBAHUS,privé sous contrat,105.0,27.0,92.3,,27.9,44.54932418963666,0.5346187889563289
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470677F,COLLEGE DUCOS DU HAURON,47001,AGEN,public,86.9,34.8,92.3,,37.2,44.19494104848643,0.6313424011554384
2021-2022,MONTPELLIER,048,LOZERE,0480003T,COLLEGE DES TROIS VALLEES,48061,FLORAC TROIS RIVIERES,public,106.8,34.3,105.4,,34.2,44.32190281031611,3.5975799759929767
2021-2022,MONTPELLIER,048,LOZERE,0480004U,COLLEGE MARTHE DUPEYRON,48080,LANGOGNE,public,109.5,30.4,102.8,,33.3,44.72355100082107,3.852830171057074
2021-2022,MONTPELLIER,048,LOZERE,0480015F,COLLEGE ACHILLE ROUSSON,48148,SAINT ETIENNE VALLEE FRANCAISE,public,111.3,33.3,95.1,,35.0,44.16645423107118,3.842009641751905
2021-2022,MONTPELLIER,048,LOZERE,0480016G,COLLEGE DU TRENZE,48194,VIALAS,public,82.9,24.9,66.0,,30.9,44.33315764472346,3.896066401833079
2021-2022,MONTPELLIER,048,LOZERE,0480678B,COLLEGE PRIVE SAINT PIERRE SAINT PAUL,48080,LANGOGNE,privé sous contrat,106.4,31.6,96.7,,32.5,44.72480963864268,3.8530702501398304
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490017C,COLLEGE PIERRE ET MARIE CURIE,49092,CHEMILLE EN ANJOU,public,95.4,33.9,95.3,,33.4,47.21440177552616,-0.7274693333695254
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490046J,COLLEGE LES FONTAINES,49345,BELLEVIGNE EN LAYON,public,114.8,32.5,109.1,,32.4,47.26556476348475,-0.4934203922105914
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490057W,COLLEGE GEORGES POMPIDOU,49069,OREE D ANJOU,public,113.2,34.9,109.0,,34.5,47.334575583438,-1.2688402543646755
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490060Z,COLLEGE JEAN LURCAT,49007,ANGERS,public,58.6,17.5,61.4,,17.4,47.48848490164326,-0.5268601217896858
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490836T,COLLEGE PRIVE SAINTE ANNE,49328,SAUMUR,privé sous contrat,108.3,33.5,100.8,,32.7,47.26313886303202,-0.1011704889471691
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490844B,COLLEGE PRIVE SAINT AUGUSTIN,49007,ANGERS,privé sous contrat,113.9,35.9,116.7,,36.4,47.4588103797109,-0.5296995066397034
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490860U,COLLEGE PRIVE SAINT JOSEPH,49099,CHOLET,privé sous contrat,105.9,32.3,113.9,,34.3,47.06476345333854,-0.8761801626630394
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490869D,COLLEGE PRIVE SAINT JOSEPH,49193,LE MAY SUR EVRE,privé sous contrat,96.8,29.5,95.2,,27.3,47.14080294984171,-0.8950995561037874
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490874J,COLLEGE PRIVE JEAN BLOUIN,49301,SEVREMOINE,privé sous contrat,107.3,32.7,108.3,,32.7,47.03602199744111,-1.1187502519485113
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490953V,COLLEGE FELIX LANDREAU,49007,ANGERS,public,81.0,33.7,83.7,,30.7,47.45678285635344,-0.5221802592303842
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491262F,COLLEGE CALYPSO,49215,MONTREUIL BELLAY,public,92.0,29.8,89.5,,30.3,47.13024134429186,-0.1470195804717507
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491648A,COLLEGE BENJAMIN DELESSERT,49328,SAUMUR,public,83.4,34.2,90.8,,35.3,47.257071983768014,-0.0888494660508375
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491675E,COLLEGE JOACHIM DU BELLAY,49099,CHOLET,public,76.1,29.1,81.6,,28.2,47.040265123704096,-0.8862803545470918
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491706N,COLLEGE LE PONT DE MOINE,49301,SEVREMOINE,public,105.7,32.5,101.8,,32.8,47.09461395585282,-1.1262394092916277
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491764B,COLLEGE CLAUDE DEBUSSY,49007,ANGERS,public,92.3,35.8,93.1,,35.7,47.48939062753007,-0.5162502622117519
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491921X,COLLEGE PRIVE SAINT AUBIN LA SALLE,49323,VERRIERES EN ANJOU,privé sous contrat,109.9,34.0,104.1,,34.5,47.491916095379246,-0.4994195369453825
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491927D,COLLEGE PRIVE NOTRE DAME D ORVEAU,49331,SEGRE EN ANJOU BLEU,privé sous contrat,129.7,29.6,131.3,,32.5,47.716453586380446,-0.9150106274886712
2021-2022,NANTES,049,MAINE-ET-LOIRE,0491929F,COLLEGE PRIVE NOTRE DAME LA SALLE,49092,CHEMILLE EN ANJOU,privé sous contrat,102.9,27.1,103.7,,26.2,47.15462019330006,-0.6317703548888276
2021-2022,NORMANDIE,050,MANCHE,0500006K,COLLEGE LE HAGUE DIKE,50041,LA HAGUE,public,109.1,31.7,108.8,,30.6,49.66573019725519,-1.8447400404974783
2021-2022,NORMANDIE,050,MANCHE,0500010P,COLLEGE MARCEL GRILLARD,50082,BRICQUEBEC EN COTENTIN,public,98.7,31.5,95.1,,29.5,49.46874420541929,-1.630340651063492
2021-2022,NORMANDIE,050,MANCHE,0500014U,COLLEGE ANNE HEURGON DESJARDINS,50111,CERISY LA SALLE,public,101.4,30.0,92.4,,32.5,49.02656525073974,-1.2775900350190357
2021-2022,NORMANDIE,050,MANCHE,0500024E,COLLEGE INGENIEUR CACHIN,50129,CHERBOURG EN COTENTIN,public,97.0,39.3,85.7,,38.7,49.63914135202082,-1.6137595455434055
2021-2022,NORMANDIE,050,MANCHE,0500050H,COLLEGE ROBERT DE MORTAIN,50359,MORTAIN BOCAGE,public,94.3,32.2,100.3,,33.0,48.64396048027146,-0.9360493947509448
2021-2022,NORMANDIE,050,MANCHE,0500068C,COLLEGE SAINT EXUPERY,50523,SAINTE MERE EGLISE,public,89.8,34.5,85.3,,34.2,49.41031945923135,-1.31045682573086
2021-2022,NORMANDIE,050,MANCHE,0500149R,COLLEGE PRIVE IMMACULEE CONCEPTION,50487,SAINT JAMES,privé sous contrat,97.0,21.0,92.9,,24.4,48.52018993246214,-1.3400202953494362
2021-2022,NORMANDIE,050,MANCHE,0500150S,COLLEGE PRIVE INTERPAROISSIAL,50502,SAINT LO,privé sous contrat,98.5,32.0,100.9,,31.1,49.11449464812109,-1.0866704327364312
2021-2022,NORMANDIE,050,MANCHE,0500152U,COLLEGE PRIVE DE L ABBAYE,50551,SAINT SAUVEUR LE VICOMTE,privé sous contrat,99.4,25.7,101.8,,28.1,49.38177512469488,-1.5275399923365636
2021-2022,NORMANDIE,050,MANCHE,0500155X,COLLEGE PRIVE SAINTE MARIE,50615,VALOGNES,privé sous contrat,104.7,31.7,104.1,,32.5,49.50680028755098,-1.4682100121628898
2021-2022,NORMANDIE,050,MANCHE,0501201J,COLLEGE PRIVE LA SALLE ABBAYE MONTEBOURG,50341,MONTEBOURG,privé sous contrat,92.8,30.1,90.3,,28.4,49.49134002436215,-1.375189981439166
2021-2022,NORMANDIE,050,MANCHE,0501218C,COLLEGE ETENCLIN,50236,LA HAYE,public,92.7,30.1,88.7,,33.4,49.29260495040637,-1.541389492702728
2021-2022,NORMANDIE,050,MANCHE,0501220E,COLLEGE LE CASTILLON,50402,LES PIEUX,public,109.6,34.5,111.2,,34.4,49.514614309697095,-1.8039002758418907
2021-2022,NORMANDIE,050,MANCHE,0501241C,COLLEGE GEORGES BRASSENS,50410,PONTORSON,public,98.4,29.1,94.6,,28.9,48.5497638751752,-1.507439350772083
2021-2022,NORMANDIE,050,MANCHE,0501301T,COLLEGE DU MARAIS,50488,SAINT JEAN DE DAYE,public,95.4,28.9,97.8,,29.5,49.22860985568914,-1.136950399539709
2021-2022,NORMANDIE,050,MANCHE,0501525L,COLLEGE LA CHAUSSONNIERE,50025,AVRANCHES,public,96.7,35.0,100.8,,33.0,48.67889134000722,-1.3490924936986963
2021-2022,NORMANDIE,050,MANCHE,0501701C,COLLEGE PRIVE INSTITUT SAINT LO,50002,AGNEAUX,privé sous contrat,118.3,32.3,119.4,,32.5,49.11988786490463,-1.1062333769957016
2021-2022,NORMANDIE,050,MANCHE,0501703E,COLLEGE PRIVE JEAN PAUL II,50147,COUTANCES,privé sous contrat,112.6,34.2,111.8,,34.3,49.060035294639086,-1.44866004811032
2021-2022,NORMANDIE,050,MANCHE,0501704F,COLLEGE PRIVE NOTRE DAME,50025,AVRANCHES,privé sous contrat,107.6,31.5,111.4,,32.4,48.6855986301863,-1.3562493869179986
2021-2022,NORMANDIE,050,MANCHE,0501705G,COLLEGE PRIVE SEVIGNE,50218,GRANVILLE,privé sous contrat,111.3,34.2,116.4,,33.8,48.84031464490079,-1.5915401506182063
2021-2022,REIMS,051,MARNE,0510011K,COLLEGE PERROT D ABLANCOURT,51108,CHALONS EN CHAMPAGNE,public,92.8,36.8,95.8,,36.3,48.95009801777346,4.368359903609187
2021-2022,REIMS,051,MARNE,0510016R,COLLEGE JEAN MONNET,51230,EPERNAY,public,97.3,35.1,96.3,,36.0,49.04056076546184,3.95458001538225
2021-2022,REIMS,051,MARNE,0510051D,COLLEGE DU MONT D HOR,51518,SAINT THIERRY,public,119.9,32.8,120.6,,34.2,49.30556430091417,3.962829399538612
2021-2022,REIMS,051,MARNE,0510052E,COLLEGE LOUIS PASTEUR,51531,SERMAIZE LES BAINS,public,91.0,30.2,83.5,,31.1,48.78496604934703,4.908199818700666
2021-2022,REIMS,051,MARNE,0511084B,COLLEGE UNIVERSITE,51454,REIMS,public,123.6,36.3,122.4,,38.1,49.25165786206717,4.035890436560156
2021-2022,REIMS,051,MARNE,0511108C,COLLEGE PAUL FORT,51454,REIMS,public,69.8,24.9,71.2,,23.9,49.22701661700926,4.042520099566606
2021-2022,REIMS,051,MARNE,0511176B,COLLEGE PRIVE SAINTE MACRE,51250,FISMES,privé sous contrat,108.6,32.0,103.8,,31.9,49.30710861565185,3.6774793267780543
2021-2022,REIMS,051,MARNE,0511180F,COLLEGE PRIVE SAINT MICHEL,51454,REIMS,privé sous contrat,105.8,33.8,92.7,,33.1,49.24598039465208,4.013660238710906
2021-2022,REIMS,051,MARNE,0511188P,COLLEGE THIBAUD DE CHAMPAGNE,51250,FISMES,public,106.6,33.9,104.4,,33.4,49.304263425817,3.695969510948837
2021-2022,REIMS,051,MARNE,0511214T,COLLEGE TROIS FONTAINES,51454,REIMS,public,80.2,33.2,81.0,,32.4,49.27653803620592,4.010009804803653
2021-2022,REIMS,051,MARNE,0511216V,COLLEGE JEAN MOULIN,51506,SAINT MEMMIE,public,104.3,34.6,103.3,,34.9,48.946367348657645,4.387920061002502
2021-2022,REIMS,051,MARNE,0511256N,COLLEGE LES INDES,51649,VITRY LE FRANCOIS,public,88.8,32.5,86.1,,32.7,48.72877575805801,4.580520187764212
2021-2022,REIMS,051,MARNE,0511258R,COLLEGE CLAUDE NICOLAS LEDOUX,51217,DORMANS,public,102.6,31.4,100.0,,32.8,49.0712631167263,3.636719550457106
2021-2022,REIMS,051,MARNE,0511327R,COLLEGE TERRES ROUGES,51230,EPERNAY,public,87.7,32.0,86.0,,32.6,49.02791590487967,3.957149511920305
2021-2022,REIMS,051,MARNE,0511476C,COLLEGE GISELE PROBST,51649,VITRY LE FRANCOIS,public,98.5,31.9,101.0,,33.2,48.72814196601992,4.592600583273537
2021-2022,REIMS,051,MARNE,0511711H,COLLEGE PRIVE SAINT ETIENNE,51108,CHALONS EN CHAMPAGNE,privé sous contrat,105.1,32.0,93.5,,29.7,48.95492969847207,4.356309415887
2021-2022,REIMS,052,HAUTE-MARNE,0520014H,COLLEGE JOUFFROY D ABBANS,52177,DOULAINCOURT SAUCOURT,public,91.3,30.6,87.9,,26.8,48.32103569097893,5.214699812283425
2021-2022,NANTES,053,MAYENNE,0530003R,COLLEGE JEAN LOUIS BERNARD,53016,BAIS,public,96.7,29.7,93.6,,33.8,48.25704448362329,-0.3675772203330804
2021-2022,NANTES,053,MAYENNE,0530082B,COLLEGE JULES RENARD,53130,LAVAL,public,110.1,36.4,106.0,,37.3,48.08414496205383,-0.7572100296426869
2021-2022,NANTES,053,MAYENNE,0530770Z,COLLEGE PRIVE SAINT JOSEPH,53096,ERNEE,privé sous contrat,99.3,27.3,98.4,,25.7,48.30117078852237,-0.929939783527548
2021-2022,NANTES,053,MAYENNE,0530779J,COLLEGE JEAN ROSTAND,53062,CHATEAU GONTIER SUR MAYENNE,public,98.8,35.4,100.8,,35.2,47.82970597738066,-0.7146694986147754
2021-2022,NANTES,053,MAYENNE,0530803K,COLLEGE VICTOR HUGO,53127,LASSAY LES CHATEAUX,public,99.4,29.4,97.1,,28.4,48.43479983531925,-0.4936194956286049
2021-2022,NANTES,053,MAYENNE,0530874M,COLLEGE PRIVE SAINT MICHEL,53062,CHATEAU GONTIER SUR MAYENNE,privé sous contrat,106.7,33.9,116.4,,30.0,47.83080774557754,-0.7086155357929232
2021-2022,NANTES,053,MAYENNE,0530876P,COLLEGE PRIVE DON BOSCO ERMITAGE,53147,MAYENNE,privé sous contrat,103.0,29.6,107.7,,30.9,,
2021-2022,NANTES,053,MAYENNE,0530914F,COLLEGE FERNAND PUECH,53130,LAVAL,public,110.9,36.9,107.7,,35.7,48.07313206211767,-0.7659097208520368
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0540022F,COLLEGE EUGENE FRANCOIS,54222,GERBEVILLER,public,105.7,33.0,101.0,,34.0,48.49513196565681,6.507769632190635
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0540064B,COLLEGE FERDINAND BUISSON,54518,THIAUCOURT REGNIEVILLE,public,95.6,31.8,96.1,,31.6,48.95023883684387,5.870090150374094
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0540071J,COLLEGE ROBERT GEANT,54563,VEZELISE,public,115.9,30.6,108.5,,29.7,48.48896870321224,6.083429520971061
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0540078S,COLLEGE LOUIS MARIN,54150,CUSTINES,public,113.9,33.7,109.0,,33.9,48.79407326484112,6.154180080886135
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0540115G,COLLEGE JEAN MAUMUS,54099,VAL DE BRIEY,public,101.9,37.6,109.6,,35.1,49.2557012349787,5.935350365117178
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541306B,COLLEGE PRIVE LA MALGRANGE,54274,JARVILLE LA MALGRANGE,privé sous contrat,140.2,28.3,138.3,,30.0,48.66466740712506,6.195830614565298
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541327Z,COLLEGE JEAN LAMOUR,54395,NANCY,public,76.3,34.9,,,30.4,48.70369708993783,6.1632895291222685
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541328A,COLLEGE ERNEST BICHAT,54329,LUNEVILLE,public,94.4,34.5,93.7,,35.2,48.59620083848812,6.503859481142351
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541329B,COLLEGE CHARLES GUERIN,54329,LUNEVILLE,public,87.7,35.7,93.5,,35.9,48.588324762965065,6.48646055079721
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541565H,COLLEGE CROIX DE METZ,54528,TOUL,public,93.5,34.8,89.3,,34.7,48.69190000397324,5.896819824306622
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541576V,COLLEGE VINCENT VAN GOGH,54079,BLENOD LES PONT A MOUSSON,public,93.0,32.3,92.5,,32.3,48.881692819888265,6.045709512384375
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541706L,COLLEGE RENE NICKLES,54165,DOMMARTEMONT,public,101.5,38.9,93.5,,38.8,48.71175326778883,6.211560479128741
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541778P,COLLEGE FREDERIC CHOPIN,54395,NANCY,public,117.7,41.0,118.5,,40.9,48.68043546493627,6.167400618126231
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541956H,COLLEGE EDMOND DE GONCOURT,54439,PULNOY,public,115.2,35.0,114.7,,33.8,48.705960645238086,6.261800005998273
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541989U,COLLEGE PRIVE DES RECOLLETS,54323,LONGWY,privé sous contrat,103.2,31.9,93.9,,31.6,49.51731148077094,5.765899944055206
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0541995A,COLLEGE PRIVE NOTRE DAME SAINT SIGISBERT,54395,NANCY,privé sous contrat,134.0,33.4,137.5,,34.1,48.69510894372223,6.173809508900036
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0542409A,COLLEGE PRIVE CHARLES DE FOUCAULD,54395,NANCY,privé sous contrat,95.3,33.0,93.0,,29.3,48.68998242427608,6.187809728995949
2021-2022,NANCY-METZ,054,MEURTHE-ET-MOSELLE,0542468P,COLLEGE MONTAIGU,54257,HEILLECOURT,public,105.1,35.5,113.3,,35.3,48.65693766120418,6.20911056276027
2021-2022,NANCY-METZ,055,MEUSE,0550012P,COLLEGE LOUIS PERGAUD,55198,FRESNES EN WOËVRE,public,100.5,35.2,91.7,,32.3,49.093140251761085,5.632939873181356
2021-2022,NANCY-METZ,055,MEUSE,0550024C,COLLEGE BUVIGNIER,55545,VERDUN,public,91.0,36.1,98.8,,37.0,49.16273231106516,5.385400285173376
2021-2022,NANCY-METZ,055,MEUSE,0550052H,COLLEGE PRIVE BIENHEUREUX P DE LUXEMBOURG,55291,LIGNY EN BARROIS,privé sous contrat,89.4,26.9,87.2,,23.1,48.68891935165111,5.321200216033998
2021-2022,RENNES,056,MORBIHAN,0560006C,COLLEGE LES KORRIGANS,56034,CARNAC,public,118.6,35.4,113.5,,36.6,47.58960109724623,-3.077829371117912
2021-2022,RENNES,056,MORBIHAN,0560020T,COLLEGE MAX JACOB,56091,JOSSELIN,public,91.1,33.2,84.8,,29.3,47.95977177139836,-2.552339319812478
2021-2022,RENNES,056,MORBIHAN,0560058J,COLLEGE YVES COPPENS,56124,MALESTROIT,public,98.9,30.4,98.4,,31.7,47.80943811423075,-2.3754402368206224
2021-2022,RENNES,056,MORBIHAN,0560122D,COLLEGE PRIVE SAINT JEAN BAPTISTE,56003,ARRADON,privé sous contrat,119.7,34.8,121.6,,31.7,47.63074767501276,-2.8214893944723265
2021-2022,RENNES,056,MORBIHAN,0560133R,COLLEGE PRIVE SAINTE ANNE,56073,GUEMENE SUR SCORFF,privé sous contrat,95.1,26.0,95.4,,28.2,48.066867826573855,-3.20438031705717
2021-2022,RENNES,056,MORBIHAN,0560152L,COLLEGE PRIVE MARIE IMMACULEE,56127,MAURON,privé sous contrat,88.1,24.9,95.9,,29.2,48.08027011245003,-2.287520372113859
2021-2022,RENNES,056,MORBIHAN,0560153M,COLLEGE PRIVE SAINTE THERESE,56143,MUZILLAC,privé sous contrat,106.1,29.8,104.1,,28.8,47.55581485056339,-2.4789501330609096
2021-2022,RENNES,056,MORBIHAN,0560154N,COLLEGE PRIVE SAINTE CROIX,56152,LE PALAIS,privé sous contrat,97.8,29.6,96.0,,26.7,47.346663819167325,-3.158349857944132
2021-2022,RENNES,056,MORBIHAN,0560158T,COLLEGE PRIVE SAINTE BARBE,56057,LE FAOUËT,privé sous contrat,98.3,30.5,93.8,,28.4,48.029970690866335,-3.4838395329559018
2021-2022,RENNES,056,MORBIHAN,0560166B,COLLEGE PRIVE SAINT JOSEPH,56184,QUESTEMBERT,privé sous contrat,105.0,32.6,104.7,,31.9,47.66296192905463,-2.4540803854723245
2021-2022,RENNES,056,MORBIHAN,0560168D,COLLEGE PRIVE SAINTE ANNE,56186,QUIBERON,privé sous contrat,105.0,30.7,96.7,,31.2,47.48466611402548,-3.1155101813470347
2021-2022,RENNES,056,MORBIHAN,0560223N,COLLEGE ANTOINE DE SAINT EXUPERY,56260,VANNES,public,93.2,38.1,90.4,,38.2,47.67575695230633,-2.7704165984153195
2021-2022,RENNES,056,MORBIHAN,0561329R,COLLEGE BEG ER VIL,56186,QUIBERON,public,100.3,30.6,100.5,,30.0,47.479145048559154,-3.1115100871805037
2021-2022,RENNES,056,MORBIHAN,0561330S,COLLEGE ANITA CONTI,56121,LORIENT,public,92.9,41.2,98.6,,41.8,47.73670303781284,-3.380510425523694
2021-2022,RENNES,056,MORBIHAN,0561332U,COLLEGE ROMAIN ROLLAND,56178,PONTIVY,public,93.2,34.4,93.1,,34.0,48.06258581589263,-2.9777402548680447
2021-2022,RENNES,056,MORBIHAN,0561376S,COLLEGE PRIVE SAINT HILAIRE,56001,ALLAIRE,privé sous contrat,96.4,29.8,100.1,,29.3,47.63576138377734,-2.1658998004423053
2021-2022,RENNES,056,MORBIHAN,0561379V,COLLEGE PRIVE SAINT PIERRE,56181,PORT LOUIS,privé sous contrat,110.9,31.9,102.7,,30.9,47.70591087127332,-3.3542502424680687
2021-2022,RENNES,056,MORBIHAN,0561386C,COLLEGE MATHURIN MARTIN,56010,BAUD,public,102.4,32.4,101.7,,33.3,47.87374576234271,-3.013519625912479
2021-2022,RENNES,056,MORBIHAN,0561546B,COLLEGE PRIVE SAINTE JEANNE D ARC,56066,GOURIN,privé sous contrat,92.9,26.3,88.6,,27.3,48.1393401148265,-3.610039985608555
2021-2022,RENNES,056,MORBIHAN,0561840W,COLLEGE PRIVE NOTRE DAME,56206,SAINT AVE,privé sous contrat,112.0,32.4,114.0,,32.7,47.69450421872205,-2.740559417428009
2021-2022,RENNES,056,MORBIHAN,0561965G,COLLEGE SIMONE VEIL,56053,ELVEN,public,108.6,30.7,,,33.3,47.724095112965664,-2.5886904799190416
2021-2022,NANCY-METZ,057,MOSELLE,0570091P,COLLEGE GABRIEL PIERNE,57620,SAINTE MARIE AUX CHENES,public,105.9,34.8,102.5,,34.8,49.19465381135701,5.995300290537849
2021-2022,NANCY-METZ,057,MOSELLE,0570115R,COLLEGE JEAN MERMOZ,57757,YUTZ,public,102.8,36.5,103.3,,35.6,49.35485459020518,6.198830246183162
2021-2022,NANCY-METZ,057,MOSELLE,0570327W,COLLEGE DE LA PASSEPIERRE,57132,CHATEAU SALINS,public,98.0,32.9,90.6,,32.6,48.82599739700535,6.4997001041069895
2021-2022,NANCY-METZ,057,MOSELLE,0570328X,COLLEGE DES DEUX SARRES,57414,LORQUIN,public,96.4,30.7,91.7,,29.8,48.67149618962491,6.993870213238583
2021-2022,NANCY-METZ,057,MOSELLE,0572013D,COLLEGE LUCIEN POUGUE,57572,REMILLY,public,114.5,34.1,111.0,,34.8,49.00775430788595,6.396869624173786
2021-2022,NANCY-METZ,057,MOSELLE,0572020L,COLLEGE LA PARAISON,57390,LEMBERG,public,96.4,31.5,102.2,,32.7,48.99697457627733,7.378560397288528
2021-2022,NANCY-METZ,057,MOSELLE,0572170Z,COLLEGE EMILE ZOLA,57038,AUDUN LE TICHE,public,91.5,34.6,90.0,,31.0,49.47299869066445,5.94303999497646
2021-2022,NANCY-METZ,057,MOSELLE,0572171A,COLLEGE JACQUES MONOD,57306,HAYANGE,public,91.9,31.1,91.6,,29.9,49.35564200784282,6.068019331201162
2021-2022,NANCY-METZ,057,MOSELLE,0572183N,COLLEGE JEAN BAPTISTE EBLE,57556,PUTTELANGE AUX LACS,public,95.0,34.6,93.9,,35.1,49.05257095354602,6.92538983224191
2021-2022,NANCY-METZ,057,MOSELLE,0572187T,COLLEGE ALEXANDRE DREUX,57224,FOLSCHVILLER,public,91.4,34.1,92.5,,35.1,49.07671268949892,6.684009451449142
2021-2022,NANCY-METZ,057,MOSELLE,0572359E,COLLEGE BERGFAD,57288,HAM SOUS VARSBERG,public,107.3,35.2,99.0,,36.0,49.17441715342631,6.6426494185848615
2021-2022,NANCY-METZ,057,MOSELLE,0572491Y,COLLEGE ROBERT SCHUMAN,57332,HOMBOURG HAUT,public,75.8,29.0,74.5,,30.6,49.13890738186971,6.777449906556984
2021-2022,NANCY-METZ,057,MOSELLE,0572496D,COLLEGE JEAN SEITLINGER,57589,ROHRBACH LES BITCHE,public,101.4,34.2,101.5,,36.1,49.04007894711339,7.2742298095109215
2021-2022,NANCY-METZ,057,MOSELLE,0572583Y,COLLEGE LIONEL TERRAY,57041,AUMETZ,public,100.5,34.5,95.5,,34.8,49.42320043352248,5.947189490543205
